model,fold,drug_index,drug_name,positive_count,AP,AUROC,nDCG@10,P@15,R@15,rare_AP,middle_AP,frequent_AP,nonhot100_AP,top15_hot_fraction,top_ranked_true_positives,top_ranked_nonhot_true_positives
CAFNet,9,115,clomipramine,300,0.5503772036294071,0.6611863592699327,1.0,1.0,0.05,0.2806377892798597,0.3111992310854486,0.7781696285396897,0.38998428392795137,0.8,somnolence; tremor; dry mouth; weight increased; headache,hot flush; menopausal symptoms; sinus tachycardia; disturbance in attention; increased appetite
CAFNet-D,9,115,clomipramine,300,0.6208822324861945,0.7674975984630164,1.0,1.0,0.05,0.30419782699508735,0.31191104248922874,0.751823313215587,0.4502630475155726,1.0,headache; nausea; dizziness; diarrhoea; asthenia,hallucination; ataxia; disturbance in attention; hot flush; menopausal symptoms
CAFNet-DG,9,115,clomipramine,300,0.6410459093113594,0.7697502401536984,1.0,1.0,0.05,0.33317204665083255,0.34314481446093104,0.7793422728162209,0.4796915767508395,1.0,somnolence; headache; nausea; dizziness; dry mouth,hot flush; menopausal symptoms; hallucination; disturbance in attention; increased appetite
CAFNet,9,119,clozapine,65,0.4598552202369711,0.8615881427506831,0.835780413693672,0.8,0.18461538461538463,0.07983193277310924,0.03306525057738799,0.5421509812284789,0.09481111878733488,0.7333333333333333,somnolence; dry mouth; headache; fatigue; asthenia,lethargy; ataxia; akathisia; muscular weakness; hypokinesia
CAFNet-D,9,119,clozapine,65,0.6306709975990359,0.9250641715657862,1.0,0.9333333333333333,0.2153846153846154,0.075,0.0906719677118159,0.6880796278862278,0.23519216044470492,1.0,headache; dizziness; nausea; diarrhoea; asthenia,ataxia; salivary hypersecretion; akathisia; dysarthria; hyperkinesia
CAFNet-DG,9,119,clozapine,65,0.5951742177029469,0.9149292042725843,1.0,0.8666666666666667,0.2,0.09953703703703703,0.05592893795311176,0.654641647084047,0.1450044024130619,1.0,headache; somnolence; dizziness; nausea; asthenia,ataxia; lethargy; akathisia; salivary hypersecretion; dysarthria
CAFNet,9,139,dihydrocodeine,33,0.4055685555374668,0.8227856084255668,0.7885497208855956,0.6,0.2727272727272727,0.03154434578363923,0.023369942367049406,0.5020443408667502,0.021985580326972197,1.0,nausea; vomiting; dizziness; diarrhoea; dyspnoea,urinary retention; hallucination; respiratory depression; hepatic enzyme increased; pulmonary function test decreased
CAFNet-D,9,139,dihydrocodeine,33,0.5044088000468293,0.8578816258316778,0.8553475075669357,0.7333333333333333,0.3333333333333333,0.3384287148594377,0.03170373297790506,0.6207642018944974,0.04228832638873664,1.0,headache; nausea; dizziness; diarrhoea; vomiting,urinary retention; hallucination; affect lability; respiratory depression; mood swings
CAFNet-DG,9,139,dihydrocodeine,33,0.4749425737963361,0.8542238198845898,0.8553475075669357,0.7333333333333333,0.3333333333333333,0.3383883492736903,0.03274906641370781,0.5830372865554786,0.03883851936178862,1.0,headache; nausea; dizziness; diarrhoea; vomiting,urinary retention; hallucination; respiratory depression; affect lability; mood swings
CAFNet,9,148,doxepin,128,0.489997806455254,0.7607624855658199,0.7799082337019198,0.9333333333333333,0.109375,0.03389045109870949,0.0749349820753162,0.6218828152920344,0.22119538503142216,1.0,dry mouth; headache; somnolence; dizziness; nausea,hot flush; menopausal symptoms; abnormal dreams; increased appetite; lethargy
CAFNet-D,9,148,doxepin,128,0.5741759875757864,0.8297578666281755,0.914856882358379,0.9333333333333333,0.109375,0.07555203795798755,0.1092136760460142,0.701602424528877,0.21286100151770407,1.0,headache; nausea; dizziness; vomiting; asthenia,menopausal symptoms; eye pain; migraine; hot flush; dysmenorrhoea
CAFNet-DG,9,148,doxepin,128,0.5709685979842369,0.8298119948036954,0.9305687780632227,0.9333333333333333,0.109375,0.07025718757350602,0.10498229997739664,0.6939544723742432,0.26238214676891136,1.0,headache; nausea; dizziness; dry mouth; vomiting,hot flush; menopausal symptoms; abnormal dreams; migraine; increased appetite
CAFNet,9,149,droxidopa,8,0.09956357636449832,0.6551724137931034,0.1744142429082535,0.13333333333333333,0.25,,,0.10640821170323042,,1.0,nausea; headache; dizziness; hypertension; urinary tract infection,
CAFNet-D,9,149,droxidopa,8,0.3173785901920576,0.8914807302231237,0.4125317798925535,0.2,0.375,,,0.31914186738782296,,1.0,headache; nausea; dizziness; urinary tract infection; hypertension,
CAFNet-DG,9,149,droxidopa,8,0.3092102989566745,0.8733519269776876,0.4125317798925535,0.2,0.375,,,0.31168594192902016,,1.0,headache; nausea; dizziness; urinary tract infection; hypertension,
CAFNet,9,165,fluconazole,47,0.3381386739169444,0.8240580556741334,0.40112489502598453,0.6666666666666666,0.2127659574468085,0.02564102564102564,0.020121978822471374,0.38470441986855053,0.045297906562665816,0.7333333333333333,asthenia; fatigue; pain; dizziness; headache,skin disorder; malnutrition; deafness; angioedema; herpes simplex
CAFNet-D,9,165,fluconazole,47,0.5191596211738919,0.8756206609899122,0.9363792118010483,0.8666666666666667,0.2765957446808511,0.007751937984496124,0.026020943389157395,0.5767311062269782,0.10885156740990642,1.0,nausea; headache; diarrhoea; vomiting; dizziness,skin disorder; malnutrition; jaundice; thirst; hypoxia
CAFNet-DG,9,165,fluconazole,47,0.5061606571889014,0.8749691073715428,0.9363792118010483,0.9333333333333333,0.2978723404255319,0.01020408163265306,0.02831656680097679,0.561273982614727,0.06708260318438436,1.0,headache; nausea; diarrhoea; dizziness; asthenia,skin disorder; malnutrition; thirst; jaundice; hypoxia
CAFNet,9,188,glimepiride,6,0.2316938797917059,0.9731781376518219,0.2816249726597773,0.13333333333333333,0.3333333333333333,,,0.23206026963049434,0.045454545454545456,0.8666666666666667,nausea; headache; dizziness; asthenia; influenza,injury
CAFNet-D,9,188,glimepiride,6,0.5896358543417366,0.9686234817813765,0.7316362001126298,0.26666666666666666,0.6666666666666666,,,0.5897638625342609,0.02631578947368421,1.0,nausea; headache; dizziness; asthenia; influenza,injury
CAFNet-DG,9,188,glimepiride,6,0.5579274891774891,0.9773954116059379,0.7114533439819829,0.26666666666666666,0.6666666666666666,,,0.5579274891774891,0.05555555555555555,1.0,nausea; headache; dizziness; asthenia; influenza,injury
CAFNet,9,196,hydrocortisone,15,0.06006201047583058,0.7720803541028259,0.0,0.06666666666666667,0.06666666666666667,0.0436161776367962,0.06336027788598883,0.07262839879894174,0.04481241222390027,0.9333333333333333,pruritus; dermatitis; pain; acne; fungal infection,acne; fungal infection; eczema; telangiectasia; application site pain
CAFNet-D,9,196,hydrocortisone,15,0.07240445377491066,0.8494382022471909,0.06943122193677731,0.13333333333333333,0.13333333333333333,0.03453196347031963,0.0876117496807152,0.08378974522312367,0.04177636799653557,1.0,dermatitis; pruritus; pain; gastrointestinal disorder; acne,acne; application site pain; fungal infection; application site burn; eczema
CAFNet-DG,9,196,hydrocortisone,15,0.07165510282775182,0.8526387470207695,0.0,0.13333333333333333,0.13333333333333333,0.04887218045112782,0.16298701298701299,0.0801840090460957,0.053466104769381406,0.9333333333333333,dermatitis; pruritus; pain; gastrointestinal disorder; acne,acne; fungal infection; application site pain; application site burn; eczema
CAFNet,9,205,indapamide,35,0.365336032367255,0.896916430805899,0.6168295842361275,0.5333333333333333,0.22857142857142856,1.0,0.004405286343612335,0.3924612647943371,0.08907930131914639,1.0,diarrhoea; constipation; nausea; asthenia; headache,hyponatraemia; hypertonia; arrhythmia; hypochloraemia; cystitis noninfective
CAFNet-D,9,205,indapamide,35,0.33409020583704385,0.8962311932072098,0.6235744328990731,0.5333333333333333,0.22857142857142856,0.5,0.034482758620689655,0.35925077694032703,0.0694210401535698,1.0,nausea; headache; diarrhoea; dizziness; asthenia,hyponatraemia; hypochloraemia; arrhythmia; sinus bradycardia; cystitis
CAFNet-DG,9,205,indapamide,35,0.3701128018942421,0.9138984060777596,0.6325414799409712,0.5333333333333333,0.22857142857142856,1.0,0.02631578947368421,0.39180116451218444,0.09715317562536441,1.0,nausea; diarrhoea; headache; asthenia; dizziness,hyponatraemia; hypochloraemia; arrhythmia; cystitis; bladder pain
CAFNet,9,207,indometacin,11,0.2817905079120301,0.889392398039397,0.34051969290975714,0.3333333333333333,0.45454545454545453,0.02131782945736434,,0.34107523423349384,0.0035152715623700875,0.8666666666666667,headache; diarrhoea; gastrointestinal pain; abdominal pain; dyspepsia,post procedural haemorrhage; pruritus generalised
CAFNet-D,9,207,indometacin,11,0.4546553820991602,0.8943863867566818,0.5481351590340573,0.5333333333333333,0.7272727272727273,0.02915711739241151,,0.5507834757834758,0.0036242914979757084,1.0,diarrhoea; headache; rash; dermatitis; abdominal pain,post procedural haemorrhage; pruritus generalised
CAFNet-DG,9,207,indometacin,11,0.4284234608398136,0.8943863867566817,0.5363559634917964,0.4666666666666667,0.6363636363636364,0.030291005291005292,,0.5189457228930913,0.0036230948075432704,1.0,diarrhoea; headache; dermatitis; rash; abdominal pain,post procedural haemorrhage; pruritus generalised
CAFNet,9,210,iopamidol,12,0.2632980468912726,0.8862864901561439,0.41706061349150547,0.26666666666666666,0.3333333333333333,,0.01678690344062153,0.3123294406531114,0.17097085967589565,1.0,pain; nausea; vomiting; headache; hot flush,hot flush; menopausal symptoms; neck pain; feeling hot; burning sensation
CAFNet-D,9,210,iopamidol,12,0.28388834836328003,0.8836558044806517,0.42492601381667106,0.2,0.25,,0.012293233082706766,0.33637893595825546,0.08436072239442789,1.0,nausea; headache; vomiting; pain; back pain,menopausal symptoms; hot flush; neck pain; feeling hot; burning sensation
CAFNet-DG,9,210,iopamidol,12,0.3583549624935825,0.8929056347589952,0.5352543167750637,0.26666666666666666,0.3333333333333333,,0.013910060975609756,0.4254981986812231,0.41982400229114925,1.0,nausea; vomiting; headache; pain; back pain,hot flush; menopausal symptoms; neck pain; feeling hot; burning sensation
CAFNet,9,211,iopromide,25,0.1171451284487027,0.7164086687306501,0.16815228646891087,0.13333333333333333,0.08,0.003215434083601286,0.012456182494350434,0.15246116513483982,0.01734436486672471,1.0,pain; headache; paraesthesia; dizziness; urticaria,sepsis; arrhythmia; musculoskeletal pain; angioedema; sensory loss
CAFNet-D,9,211,iopromide,25,0.1606482204091136,0.8168421052631579,0.2934556883974403,0.13333333333333333,0.08,0.0045045045045045045,0.03799213296791989,0.18997750280061032,0.15379503246971749,1.0,headache; dizziness; pain; hypertension; paraesthesia,musculoskeletal pain; oropharyngeal pain; sepsis; arrhythmia; oropharyngeal discomfort
CAFNet-DG,9,211,iopromide,25,0.17078015393575657,0.8137461300309596,0.34996677795142084,0.2,0.12,0.004081632653061225,0.0332996519425528,0.20306797226396203,0.04980213629430838,1.0,headache; pain; dizziness; paraesthesia; urticaria,musculoskeletal pain; sepsis; arrhythmia; oropharyngeal pain; oropharyngeal discomfort
CAFNet,9,223,lansoprazole,21,0.4962249001424907,0.9013850144374296,0.7655934900767002,0.6,0.42857142857142855,,0.017543859649122806,0.5247040578200295,0.053312068950075515,1.0,diarrhoea; headache; nausea; abdominal pain; gastrointestinal pain,gastritis; eosinophilia; oesophagitis; laboratory test abnormal; injection site reaction
CAFNet-D,9,223,lansoprazole,21,0.43361406280361364,0.9271766260461018,0.7630946912803435,0.5333333333333333,0.38095238095238093,,0.0196078431372549,0.45456975871411853,0.05488706249474608,1.0,headache; nausea; dizziness; diarrhoea; asthenia,gastritis; injection site reaction; injection site pain; eosinophilia; laboratory test abnormal
CAFNet-DG,9,223,lansoprazole,21,0.4751251900351584,0.9368668330641609,0.7753366239771086,0.5333333333333333,0.38095238095238093,,0.02127659574468085,0.49712548746549157,0.0635612364981297,1.0,headache; nausea; diarrhoea; dizziness; asthenia,gastritis; injection site reaction; eosinophilia; injection site pain; laboratory test abnormal
CAFNet,9,230,loratadine,6,0.1880779338096411,0.9240890688259109,0.3694849835038007,0.2,0.5,,,0.19467351023415097,,0.9333333333333333,headache; asthenia; fatigue; dry mouth; nervousness,
CAFNet-D,9,230,loratadine,6,0.389537037037037,0.989541160593792,0.5014839712467825,0.2,0.5,,,0.389537037037037,,1.0,headache; asthenia; fatigue; dry mouth; nervousness,
CAFNet-DG,9,230,loratadine,6,0.3536893530997305,0.9794197031039136,0.5112590391895957,0.2,0.5,,,0.3536893530997305,,1.0,headache; asthenia; fatigue; dry mouth; nervousness,
CAFNet,9,250,metyrapone,10,0.09270661181801508,0.7795731707317073,0.0,0.06666666666666667,0.1,0.002770083102493075,0.014761956640156879,0.14077936840085178,0.004461862538440203,0.6,headache; nausea; dizziness; gastrointestinal pain; abdominal pain,hirsutism; dermatitis atopic; adrenal insufficiency
CAFNet-D,9,250,metyrapone,10,0.48454275551571224,0.8658536585365854,0.6051399156371955,0.4,0.6,0.021739130434782608,0.03126628452318916,0.6813791669723872,0.006995428676883286,1.0,headache; nausea; vomiting; dizziness; abdominal pain,hirsutism; adrenal insufficiency; dermatitis atopic
CAFNet-DG,9,250,metyrapone,10,0.4791216422754017,0.8421747967479675,0.5541432109622958,0.4,0.6,0.009433962264150943,0.025025125628140705,0.6755092629193347,0.006008118063645494,1.0,headache; nausea; vomiting; dizziness; abdominal pain,hirsutism; adrenal insufficiency; dermatitis atopic
CAFNet,9,269,nadolol,6,0.12387619203408677,0.9131241565452091,0.21779548001177873,0.13333333333333333,0.3333333333333333,0.0196078431372549,,0.14554765291607397,0.0038910505836575876,1.0,dizziness; asthenia; fatigue; bradycardia; hypotension,feeling cold
CAFNet-D,9,269,nadolol,6,0.24923719958202717,0.9321862348178138,0.38980242392690356,0.2,0.5,0.025,,0.2956363636363636,0.004032258064516129,1.0,dizziness; asthenia; fatigue; hypotension; bradycardia,feeling cold
CAFNet-DG,9,269,nadolol,6,0.23056874483897608,0.9271255060728745,0.38980242392690356,0.2,0.5,0.02702702702702703,,0.27321428571428574,0.0040650406504065045,1.0,dizziness; asthenia; fatigue; hypotension; bradycardia,feeling cold
CAFNet,9,270,nalmefene,9,0.22084760822473357,0.9307388606880993,0.3229501751883214,0.2,0.3333333333333333,,0.01,0.24702132780918856,0.0034602076124567475,0.9333333333333333,dizziness; nausea; vomiting; hypotension; body temperature increased,procedural pain
CAFNet-D,9,270,nalmefene,9,0.29278645811800813,0.9450648618161308,0.3567480358963706,0.2,0.3333333333333333,,0.015625,0.3260661813119627,0.0041841004184100415,1.0,nausea; dizziness; vomiting; body temperature increased; hypotension,procedural pain
CAFNet-DG,9,270,nalmefene,9,0.2779990778948235,0.943034404963339,0.3567480358963706,0.2,0.3333333333333333,,0.015873015873015872,0.30929804238627767,0.004424778761061947,1.0,dizziness; nausea; vomiting; body temperature increased; hypotension,procedural pain
CAFNet,9,276,nelfinavir,12,0.22901494479370696,0.9249830278343516,0.34051969290975714,0.3333333333333333,0.4166666666666667,,,0.23399048605423747,,1.0,diarrhoea; nausea; rash; dermatitis; flatulence,
CAFNet-D,9,276,nelfinavir,12,0.4705938228184957,0.9768329938900203,0.5107164012496702,0.3333333333333333,0.4166666666666667,,,0.47233227299016767,,1.0,nausea; diarrhoea; rash; dermatitis; body temperature increased,
CAFNet-DG,9,276,nelfinavir,12,0.42687003409741997,0.9695349626612355,0.5107164012496702,0.3333333333333333,0.4166666666666667,,,0.42872125236462805,,1.0,diarrhoea; nausea; rash; dermatitis; decreased appetite,
CAFNet,9,303,pentamidine.isethionate,9,0.2684457378546475,0.8878736604624929,0.3567480358963706,0.2,0.3333333333333333,,0.004651162790697674,0.30058991179915096,0.0014285714285714286,1.0,dizziness; asthenia; fatigue; cough; decreased appetite,wheezing
CAFNet-D,9,303,pentamidine.isethionate,9,0.20461079050411984,0.9481105470953187,0.26919108962472693,0.2,0.3333333333333333,,0.02702702702702703,0.22653154405970424,0.005988023952095809,1.0,dizziness; asthenia; fatigue; decreased appetite; body temperature increased,wheezing
CAFNet-DG,9,303,pentamidine.isethionate,9,0.2228419468405228,0.9490129723632262,0.2867993217977167,0.2,0.3333333333333333,,0.022222222222222223,0.2468044566315743,0.005235602094240838,1.0,dizziness; asthenia; fatigue; decreased appetite; cough,wheezing
CAFNet,9,308,pilocarpine,14,0.16761089255292774,0.8725218658892129,0.1585070397409811,0.26666666666666666,0.2857142857142857,,0.004784688995215311,0.18297927413657145,0.07299843014128728,1.0,nausea; vomiting; asthenia; dyspepsia; dizziness,salivary hypersecretion; amblyopia
CAFNet-D,9,308,pilocarpine,14,0.28828370298279266,0.907069970845481,0.3882251478215036,0.3333333333333333,0.35714285714285715,,0.015873015873015872,0.30933260016983066,0.004138398914518318,1.0,nausea; vomiting; dizziness; asthenia; dyspepsia,amblyopia; salivary hypersecretion
CAFNet-DG,9,308,pilocarpine,14,0.2672464240127547,0.9120991253644313,0.36837563413888724,0.3333333333333333,0.35714285714285715,,0.012195121951219513,0.28705277971465604,0.005587619532620381,1.0,nausea; vomiting; dizziness; asthenia; dyspepsia,amblyopia; salivary hypersecretion
